Date,Time,Open,High,Low,Close,Ticks,Volume,Spread
2016.02.26,09:00:00,3.956.000,3.967.500,3.947.000,3.952.000,24101,42335,500
2016.02.26,10:00:00,3.951.500,3.954.000,3.931.500,3.940.000,25180,50501,500
2016.02.26,11:00:00,3.940.000,3.959.500,3.936.000,3.954.500,20582,42000,500
2016.02.26,12:00:00,3.954.000,3.988.500,3.953.500,3.983.500,24648,49207,500
2016.02.26,13:00:00,3.983.500,4.019.000,3.982.000,4.013.000,25829,51442,500
2016.02.26,14:00:00,4.013.000,4.014.000,3.983.500,3.992.000,19894,39692,500
2016.02.26,15:00:00,3.992.000,3.996.000,3.983.500,3.992.000,12878,23522,500
2016.02.26,16:00:00,3.992.000,3.999.500,3.988.500,3.999.000,10532,19467,500
2016.02.26,17:00:00,3.999.000,4.004.000,3.994.000,4.002.000,6960,12455,500
2016.02.26,18:00:00,4.001.500,4.003.000,3.992.000,3.998.500,632,1925,500
2016.02.29,09:00:00,4.020.000,4.035.500,4.012.500,4.029.000,13323,28181,500
2016.02.29,10:00:00,4.028.500,4.032.500,4.013.000,4.014.500,16662,33111,500
2016.02.29,11:00:00,4.014.500,4.015.000,3.984.500,3.999.000,23160,47791,500
2016.02.29,12:00:00,3.999.000,4.019.000,3.995.000,4.015.500,18213,36071,500
2016.02.29,13:00:00,4.015.000,4.021.500,4.005.500,4.014.000,16345,32180,500
2016.02.29,14:00:00,4.014.500,4.021.000,4.003.000,4.004.500,14291,28323,500
2016.02.29,15:00:00,4.004.500,4.030.000,4.004.500,4.020.000,15236,30360,500
2016.02.29,16:00:00,4.020.000,4.039.500,4.016.500,4.036.500,17792,36559,500
2016.02.29,17:00:00,4.036.000,4.058.000,4.030.000,4.049.500,12965,25479,500
2016.02.29,18:00:00,4.050.000,4.055.500,4.047.500,4.051.500,468,1250,500
2016.03.01,09:00:00,4.030.500,4.035.000,4.009.500,4.021.000,21014,40264,500
2016.03.01,10:00:00,4.021.000,4.050.000,4.018.500,4.035.500,25301,49055,500
2016.03.01,11:00:00,4.035.500,4.048.500,4.028.500,4.035.500,22367,43020,500
2016.03.01,12:00:00,4.036.000,4.037.000,4.005.000,4.009.000,25662,51455,500
2016.03.01,13:00:00,4.009.500,4.009.500,3.974.500,3.979.500,21674,43629,500
2016.03.01,14:00:00,3.979.500,3.995.000,3.970.500,3.990.000,18505,36565,500
2016.03.01,15:00:00,3.990.000,3.993.500,3.967.000,3.973.000,17467,33225,500
2016.03.01,16:00:00,3.973.000,3.979.000,3.965.000,3.973.000,11299,20895,500
2016.03.01,17:00:00,3.973.000,3.978.000,3.964.000,3.965.500,7625,15279,500
2016.03.01,18:00:00,3.965.000,3.966.000,3.956.000,3.956.500,648,1755,500
2016.03.02,09:00:00,3.965.000,3.972.500,3.941.500,3.944.500,25142,48497,500
2016.03.02,10:00:00,3.944.000,3.965.000,3.943.500,3.953.000,23923,49801,500
2016.03.02,11:00:00,3.952.500,3.967.500,3.948.500,3.956.000,22019,43165,500
2016.03.02,12:00:00,3.956.000,3.960.000,3.926.000,3.929.500,28822,58414,500
2016.03.02,13:00:00,3.929.500,3.931.000,3.916.500,3.925.500,21250,41453,500
2016.03.02,14:00:00,3.925.500,3.927.500,3.914.500,3.919.000,12202,22185,500
2016.03.02,15:00:00,3.918.500,3.934.000,3.916.000,3.926.500,15353,29756,500
2016.03.02,16:00:00,3.926.000,3.931.000,3.914.500,3.918.000,12454,23158,500
2016.03.02,17:00:00,3.918.000,3.927.000,3.918.000,3.925.000,6665,12720,500
2016.03.02,18:00:00,3.925.500,3.927.000,3.921.000,3.921.000,550,1120,500
2016.03.03,09:00:00,3.912.000,3.912.500,3.864.000,3.865.500,29981,62108,500
2016.03.03,10:00:00,3.865.000,3.892.000,3.864.000,3.888.000,23092,48255,500
2016.03.03,11:00:00,3.887.500,3.896.500,3.875.500,3.882.000,20691,40882,500
2016.03.03,12:00:00,3.881.500,3.894.000,3.869.500,3.874.000,18713,37051,500
2016.03.03,13:00:00,3.874.000,3.876.000,3.844.000,3.855.000,23923,47591,500
2016.03.03,14:00:00,3.855.000,3.862.000,3.834.000,3.835.000,19582,38501,500
2016.03.03,15:00:00,3.835.000,3.836.500,3.805.500,3.826.000,25923,52640,500
2016.03.03,16:00:00,3.825.500,3.846.000,3.824.000,3.831.000,18092,36275,500
2016.03.03,17:00:00,3.831.000,3.848.000,3.822.500,3.828.000,13231,25703,500
2016.03.03,18:00:00,3.827.500,3.831.500,3.825.000,3.827.000,343,956,500
2016.03.04,09:00:00,3.717.500,3.758.000,3.700.500,3.731.000,49200,90839,500
2016.03.04,10:00:00,3.732.000,3.751.500,3.681.500,3.716.000,52203,107307,500
2016.03.04,11:00:00,3.716.000,3.783.000,3.703.000,3.782.500,44234,87279,500
2016.03.04,12:00:00,3.782.000,3.785.000,3.743.500,3.761.500,34406,64649,500
2016.03.04,13:00:00,3.761.500,3.774.000,3.746.500,3.755.500,20141,38320,500
2016.03.04,14:00:00,3.756.000,3.756.500,3.736.000,3.753.000,20672,39304,500
2016.03.04,15:00:00,3.753.000,3.783.500,3.751.500,3.773.500,24146,47060,500
2016.03.04,16:00:00,3.773.500,3.804.000,3.773.000,3.785.500,22000,43894,500
2016.03.04,17:00:00,3.785.500,3.798.000,3.777.500,3.779.000,11124,21597,500
2016.03.04,18:00:00,3.780.000,3.786.500,3.777.000,3.786.500,478,1346,500
2016.03.07,09:00:00,3.790.000,3.801.500,3.758.500,3.776.500,30615,60387,500
2016.03.07,10:00:00,3.776.000,3.810.000,3.773.000,3.807.500,30553,58731,500
2016.03.07,11:00:00,3.808.000,3.808.000,3.783.000,3.804.500,26712,51276,500
2016.03.07,12:00:00,3.804.000,3.807.000,3.786.000,3.795.000,19036,37921,500
2016.03.07,13:00:00,3.795.000,3.806.500,3.787.000,3.799.000,16714,32013,500
2016.03.07,14:00:00,3.798.500,3.819.000,3.797.000,3.809.000,18361,38284,500
2016.03.07,15:00:00,3.809.000,3.820.000,3.801.000,3.816.000,15018,30441,500
2016.03.07,16:00:00,3.816.000,3.820.500,3.807.500,3.815.000,10113,19453,500
2016.03.07,17:00:00,3.815.500,3.818.500,3.804.000,3.807.500,5976,11872,500
2016.03.07,18:00:00,3.807.500,3.809.000,3.802.500,3.802.500,289,906,500
2016.03.08,09:00:00,3.815.000,3.823.500,3.787.000,3.793.500,29662,57952,500
2016.03.08,10:00:00,3.794.000,3.803.500,3.778.000,3.787.500,25219,50841,500
2016.03.08,11:00:00,3.788.000,3.804.500,3.785.000,3.803.500,24275,49477,500
2016.03.08,12:00:00,3.803.500,3.816.500,3.797.500,3.814.000,21197,43981,500
2016.03.08,13:00:00,3.813.500,3.814.500,3.784.000,3.790.500,20637,43960,500
2016.03.08,14:00:00,3.791.000,3.793.000,3.779.000,3.786.000,14152,28946,500
2016.03.08,15:00:00,3.786.000,3.789.000,3.773.000,3.776.500,12566,27031,500
2016.03.08,16:00:00,3.776.500,3.778.000,3.753.000,3.757.000,14605,30212,500
2016.03.08,17:00:00,3.757.000,3.790.000,3.755.000,3.761.500,10257,21026,500
2016.03.08,18:00:00,3.774.500,3.779.500,3.772.500,3.778.000,403,1643,500
2016.03.09,09:00:00,3.763.500,3.770.000,3.734.500,3.736.000,24612,47723,500
2016.03.09,10:00:00,3.735.500,3.744.500,3.732.000,3.737.000,18912,37900,500
2016.03.09,11:00:00,3.736.000,3.741.500,3.718.500,3.720.000,26948,56522,500
2016.03.09,12:00:00,3.719.500,3.720.000,3.704.000,3.713.500,29872,64525,500
2016.03.09,13:00:00,3.713.500,3.717.500,3.706.500,3.709.500,12089,24113,500
2016.03.09,14:00:00,3.709.500,3.733.500,3.709.000,3.731.500,13489,27723,500
2016.03.09,15:00:00,3.731.500,3.734.500,3.717.000,3.722.500,12212,25480,500
2016.03.09,16:00:00,3.722.500,3.732.000,3.716.500,3.717.000,11436,23241,500
2016.03.09,17:00:00,3.717.500,3.721.000,3.708.000,3.709.500,8873,17210,500
2016.03.09,18:00:00,3.710.000,3.712.000,3.700.000,3.703.000,638,2062,500
2016.03.10,09:00:00,3.691.500,3.694.000,3.659.500,3.665.000,33139,72246,500
2016.03.10,10:00:00,3.665.500,3.713.000,3.657.000,3.704.500,45685,99086,500
2016.03.10,11:00:00,3.704.500,3.727.500,3.693.000,3.697.500,40692,82596,500
2016.03.10,12:00:00,3.697.500,3.702.000,3.675.000,3.694.000,27127,54119,500
2016.03.10,13:00:00,3.693.500,3.707.000,3.687.500,3.691.000,19187,39553,500
2016.03.10,14:00:00,3.691.000,3.695.500,3.668.000,3.670.500,18432,40115,500
2016.03.10,15:00:00,3.670.000,3.678.000,3.657.000,3.665.500,20262,45131,500
2016.03.10,16:00:00,3.665.000,3.673.000,3.652.500,3.660.000,15989,33816,500
2016.03.10,17:00:00,3.659.500,3.663.000,3.626.500,3.645.500,22472,47075,500
2016.03.10,18:00:00,3.645.500,3.649.000,3.637.000,3.642.500,402,845,500
2016.03.11,09:00:00,3.625.000,3.685.000,3.624.000,3.661.500,33301,62762,500
2016.03.11,10:00:00,3.661.000,3.669.500,3.645.500,3.657.000,28210,57243,500
2016.03.11,11:00:00,3.656.500,3.665.000,3.640.500,3.646.000,24904,50876,500
2016.03.11,12:00:00,3.645.500,3.648.500,3.623.500,3.636.500,21141,40863,500
2016.03.11,13:00:00,3.636.500,3.639.500,3.612.500,3.634.500,27795,56449,500
2016.03.11,14:00:00,3.634.500,3.641.000,3.628.000,3.632.000,15121,28902,500
2016.03.11,15:00:00,3.632.500,3.636.000,3.622.000,3.629.000,11655,22307,500
2016.03.11,16:00:00,3.629.000,3.630.000,3.596.500,3.608.000,23691,47493,500
2016.03.11,17:00:00,3.608.000,3.618.000,3.602.500,3.604.000,11754,22058,500
2016.03.11,18:00:00,3.604.500,3.605.000,3.590.000,3.605.000,573,1629,500
2016.03.14,09:00:00,3.613.500,3.649.000,3.594.500,3.637.500,31188,64011,500
2016.03.14,10:00:00,3.637.500,3.657.000,3.633.000,3.649.500,22940,44568,500
2016.03.14,11:00:00,3.649.500,3.653.000,3.637.500,3.645.500,18024,36798,500
2016.03.14,12:00:00,3.646.000,3.652.000,3.634.000,3.644.000,16228,33110,500
2016.03.14,13:00:00,3.643.500,3.648.000,3.634.500,3.646.500,13477,29575,500
2016.03.14,14:00:00,3.647.000,3.647.000,3.625.000,3.632.000,15003,31854,500
2016.03.14,15:00:00,3.632.000,3.643.000,3.625.500,3.636.500,15234,33894,500
2016.03.14,16:00:00,3.636.500,3.670.000,3.636.500,3.669.500,24981,51585,500
2016.03.14,17:00:00,3.669.500,3.681.500,3.658.000,3.680.000,8248,16314,500
2016.03.15,09:00:00,3.732.000,3.751.000,3.712.000,3.731.000,31051,65224,500
2016.03.15,10:00:00,3.730.500,3.732.500,3.715.000,3.725.000,25673,52149,500
2016.03.15,11:00:00,3.725.000,3.742.000,3.690.500,3.737.000,44454,97258,500
2016.03.15,12:00:00,3.736.500,3.773.500,3.730.000,3.747.000,36650,79192,500
2016.03.15,13:00:00,3.746.500,3.776.500,3.736.500,3.774.000,21859,46070,500
2016.03.15,14:00:00,3.774.000,3.778.000,3.763.000,3.767.000,15238,30414,500
2016.03.15,15:00:00,3.767.000,3.797.000,3.755.000,3.777.500,32070,66599,500
2016.03.15,16:00:00,3.777.000,3.793.000,3.766.000,3.778.000,14655,30402,500
2016.03.15,17:00:00,3.778.000,3.789.000,3.770.000,3.779.000,6703,13943,500
2016.03.16,09:00:00,3.796.500,3.852.500,3.795.500,3.827.000,41078,87619,500
2016.03.16,10:00:00,3.827.500,3.838.500,3.816.000,3.823.500,25404,51860,500
2016.03.16,11:00:00,3.823.500,3.867.000,3.820.500,3.832.000,37471,82142,500
2016.03.16,12:00:00,3.832.500,3.843.000,3.814.500,3.816.000,25119,52016,500
2016.03.16,13:00:00,3.816.000,3.816.000,3.788.000,3.803.000,27332,56724,500
2016.03.16,14:00:00,3.802.500,3.828.000,3.798.500,3.821.000,22101,46143,500
2016.03.16,15:00:00,3.821.000,3.821.500,3.756.000,3.778.500,38826,78805,500
2016.03.16,16:00:00,3.778.500,3.779.500,3.745.500,3.751.500,21146,40076,500
2016.03.16,17:00:00,3.752.000,3.763.000,3.750.500,3.755.500,4366,8900,500
2016.03.17,09:00:00,3.665.000,3.695.000,3.652.000,3.673.500,36355,73392,500
2016.03.17,10:00:00,3.673.500,3.700.000,3.659.000,3.682.000,34213,63240,500
2016.03.17,11:00:00,3.682.000,3.690.000,3.640.000,3.653.000,30833,53075,500
2016.03.17,12:00:00,3.653.000,3.666.000,3.634.500,3.635.500,22920,36686,500
2016.03.17,13:00:00,3.635.000,3.669.500,3.613.500,3.669.500,22910,38740,500
2016.03.17,14:00:00,3.671.500,3.681.500,3.652.000,3.661.000,18378,31316,500
2016.03.17,15:00:00,3.661.500,3.665.000,3.631.000,3.653.500,17668,29339,500
2016.03.17,16:00:00,3.653.000,3.665.000,3.641.000,3.662.500,15790,25792,500
2016.03.17,17:00:00,3.662.500,3.663.000,3.637.000,3.637.000,7746,12231,500
2016.03.18,09:00:00,3.657.500,3.685.500,3.621.500,3.627.000,37857,71212,500
2016.03.18,10:00:00,3.627.000,3.641.500,3.618.500,3.625.000,27319,51587,500
2016.03.18,11:00:00,3.625.000,3.639.000,3.619.500,3.630.000,21413,38361,500
2016.03.18,12:00:00,3.630.500,3.635.500,3.613.000,3.616.500,21265,38391,500
2016.03.18,13:00:00,3.617.000,3.633.000,3.614.500,3.622.500,13706,24563,500
2016.03.18,14:00:00,3.622.000,3.624.500,3.598.000,3.608.500,19516,36617,500
2016.03.18,15:00:00,3.608.500,3.619.500,3.598.000,3.602.500,18573,35526,500
2016.03.18,16:00:00,3.602.500,3.607.500,3.581.500,3.591.500,18036,33901,500
2016.03.18,17:00:00,3.591.500,3.644.000,3.586.500,3.638.000,9189,19116,500
2016.03.21,09:00:00,3.635.000,3.657.000,3.618.000,3.654.000,32069,58762,500
2016.03.21,10:00:00,3.654.000,3.656.000,3.630.500,3.633.000,28173,49760,500
2016.03.21,11:00:00,3.632.500,3.635.000,3.620.000,3.629.500,19104,35391,500
2016.03.21,12:00:00,3.629.500,3.639.000,3.609.000,3.617.000,24249,44488,500
2016.03.21,13:00:00,3.617.000,3.622.000,3.608.000,3.615.500,14893,26595,500
2016.03.21,14:00:00,3.615.500,3.624.000,3.607.500,3.610.500,12794,24231,500
2016.03.21,15:00:00,3.610.500,3.620.000,3.608.000,3.611.000,10022,19292,500
2016.03.21,16:00:00,3.611.000,3.623.000,3.610.500,3.617.500,9570,18555,500
2016.03.21,17:00:00,3.618.000,3.631.000,3.617.500,3.631.000,8025,16645,500
2016.03.22,09:00:00,3.655.000,3.659.500,3.621.000,3.624.000,27133,51326,500
2016.03.22,10:00:00,3.624.000,3.635.000,3.616.000,3.631.000,23733,48556,500
2016.03.22,11:00:00,3.630.500,3.637.500,3.615.000,3.621.500,24085,49452,500
2016.03.22,12:00:00,3.622.000,3.623.500,3.593.000,3.594.500,22569,45551,500
2016.03.22,13:00:00,3.595.000,3.605.000,3.582.000,3.591.000,18478,37198,500
2016.03.22,14:00:00,3.591.000,3.597.500,3.587.500,3.591.000,11606,23392,500
2016.03.22,15:00:00,3.591.000,3.602.000,3.588.000,3.591.500,13258,26273,500
2016.03.22,16:00:00,3.592.000,3.609.500,3.589.000,3.606.000,12053,24050,500
2016.03.22,17:00:00,3.606.500,3.611.500,3.583.500,3.584.000,9409,19430,500
2016.03.23,09:00:00,3.619.000,3.648.500,3.612.000,3.646.000,31962,59047,500
2016.03.23,10:00:00,3.646.000,3.653.500,3.636.000,3.653.000,21189,38355,500
2016.03.23,11:00:00,3.653.000,3.658.000,3.639.000,3.649.500,23057,45476,500
2016.03.23,12:00:00,3.650.000,3.684.500,3.649.000,3.684.000,26887,54337,500
2016.03.23,13:00:00,3.684.000,3.685.000,3.660.500,3.664.000,18416,37511,500
2016.03.23,14:00:00,3.664.000,3.678.500,3.660.500,3.674.000,16571,32845,500
2016.03.23,15:00:00,3.674.500,3.682.000,3.663.000,3.676.500,15540,30936,500
2016.03.23,16:00:00,3.676.000,3.689.500,3.674.000,3.682.000,14889,28885,500
2016.03.23,17:00:00,3.682.500,3.692.500,3.682.000,3.689.000,6009,11939,500
2016.03.24,09:00:00,3.708.000,3.726.500,3.696.000,3.704.000,29832,56445,500
2016.03.24,10:00:00,3.704.000,3.710.500,3.688.000,3.694.000,26237,49024,500
2016.03.24,11:00:00,3.693.000,3.713.000,3.690.500,3.693.500,25181,46998,500
2016.03.24,12:00:00,3.694.000,3.715.500,3.690.500,3.710.000,17266,33681,500
2016.03.24,13:00:00,3.710.500,3.714.500,3.697.500,3.700.500,14354,26690,500
2016.03.24,14:00:00,3.701.000,3.711.500,3.691.000,3.692.500,16379,32015,500
2016.03.24,15:00:00,3.693.000,3.706.500,3.691.500,3.696.500,10268,19443,500
2016.03.24,16:00:00,3.696.500,3.698.500,3.685.500,3.686.000,7398,13093,500
2016.03.24,17:00:00,3.686.000,3.697.500,3.683.000,3.685.000,5508,10000,500
2016.03.28,09:00:00,3.668.000,3.678.000,3.645.000,3.646.500,22888,42492,500
2016.03.28,10:00:00,3.646.500,3.648.000,3.632.500,3.641.000,18299,33496,500
2016.03.28,11:00:00,3.641.000,3.660.000,3.641.000,3.650.500,19319,37433,500
2016.03.28,12:00:00,3.651.000,3.658.000,3.639.500,3.643.000,14265,26414,500
2016.03.28,13:00:00,3.643.000,3.646.000,3.635.500,3.641.000,11126,21351,500
2016.03.28,14:00:00,3.641.000,3.648.000,3.637.000,3.637.000,9828,18174,500
2016.03.28,15:00:00,3.637.000,3.638.000,3.628.500,3.633.000,13420,25449,500
2016.03.28,16:00:00,3.632.500,3.635.500,3.628.500,3.630.000,7565,13391,500
2016.03.28,17:00:00,3.630.000,3.632.500,3.625.000,3.632.500,4858,8865,500
2016.03.29,09:00:00,3.646.000,3.670.000,3.641.000,3.668.500,26151,49166,500
2016.03.29,10:00:00,3.669.000,3.679.000,3.663.500,3.676.500,20216,39271,500
2016.03.29,11:00:00,3.677.000,3.678.000,3.666.000,3.673.000,18484,36932,500
2016.03.29,12:00:00,3.673.000,3.676.500,3.667.000,3.675.000,13197,27113,500
2016.03.29,13:00:00,3.675.000,3.675.500,3.645.000,3.658.500,27170,58315,500
2016.03.29,14:00:00,3.659.000,3.659.500,3.647.500,3.647.500,12453,23817,500
2016.03.29,15:00:00,3.647.500,3.653.000,3.639.500,3.642.000,17648,33777,500
2016.03.29,16:00:00,3.642.000,3.643.500,3.634.000,3.640.500,10477,20649,500
2016.03.29,17:00:00,3.640.500,3.644.500,3.637.500,3.644.500,5128,10761,500
2016.03.30,09:00:00,3.639.000,3.652.000,3.599.000,3.614.000,38008,76424,500
2016.03.30,10:00:00,3.614.000,3.617.000,3.607.000,3.611.000,16343,32872,500
2016.03.30,11:00:00,3.611.000,3.625.000,3.600.500,3.602.500,24720,49988,500
2016.03.30,12:00:00,3.603.000,3.623.500,3.601.500,3.615.000,16244,31759,500
2016.03.30,13:00:00,3.615.000,3.628.500,3.615.000,3.625.000,9837,19364,500
2016.03.30,14:00:00,3.625.500,3.626.500,3.608.000,3.615.500,11683,24266,500
2016.03.30,15:00:00,3.615.500,3.628.500,3.613.000,3.627.000,16535,33816,500
2016.03.30,16:00:00,3.626.500,3.637.000,3.620.500,3.622.500,13837,27581,500
2016.03.30,17:00:00,3.622.500,3.623.500,3.599.500,3.600.000,9065,18232,500
